,kId,group,make,model,year,imageLink,stockPerformancePoints,maxPerformancePoints,stockDrivetrain,stockIngamePrice,carSource,stockSpeed,stockHandling,stockAcceleration,stockLaunch,stockBraking,stockOffroad,stockTopSpeedKmh,stockLateralGs,stock0To97,stock0To161,stockHorsepower,stockWeightLbs
606,610,CLASSIC MUSCLE,Plymouth,Barracuda Formula-S,1968,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_610.jpg?v=1,550,931.0,RWD,250000,Season Event,5.2,4.3,3.8,3.4,2.9,6.3,230.6,0.82,6.966,17.464,300,3470
607,611,CLASSIC MUSCLE,Dodge,Coronet Super Bee,1970,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_611.jpg?v=1,556,961.0,RWD,250000,Season Event,5.8,3.3,3.5,3.4,2.4,5.1,254.2,0.8,5.3,12.816,425,3419
608,612,RODS AND CUSTOMS,Hot Wheels,Nash Metropolitan Custom,1957,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_612.jpg?v=1,631,942.0,RWD,250000,Wheelspin,5.6,4.1,4.0,4.0,3.0,4.4,246.7,0.81,5.1,10.915,350,2251
609,613,UNLIMITED BUGGIES,Hot Wheels,Rip Rod,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_613.jpg?v=1,715,,RWD,300000,Wheelspin,5.4,4.9,6.0,6.2,4.3,8.6,241.4,0.84,6.077,15.593,200,1499
610,614,RODS AND CUSTOMS,Hot Wheels,Ford F-5 Dually Custom Hot Rod,1949,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_614.jpg?v=1,630,,RWD,250000,Wheelspin,4.6,5.2,5.1,5.4,3.9,5.3,208.8,0.95,5.0,14.9,400,4661
611,615,TRACK TOYS,Hot Wheels,Ford Mustang,2005,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_615.jpg?v=1,819,953.0,RWD,300000,Wheelspin,6.8,8.4,6.1,4.6,6.4,3.9,281.1,1.4,4.5,9.35,489,3300
612,616,SPORTS UTILITY HEROES,Aston Martin,DBX,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_616.jpg?v=1,732,919.0,AWD,200000,Other,6.5,5.3,5.9,6.1,5.2,6.3,287.1,1.03,4.6,10.583,543,4949
613,617,TRACK TOYS,Lexus,RC F Track Edition,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_617.jpg?v=1,777,964.0,RWD,100000,Other,7.1,6.8,5.4,5.7,6.5,4.4,310.9,1.06,3.986,9.467,472,3781
614,618,MODERN SPORTS CARS,Nissan,370z Nismo,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_618.jpg?v=1,718,,RWD,50000,Other,6.6,6.3,5.3,4.8,4.5,4.9,,,,,350,3389
615,619,TRACK TOYS,Chevrolet,Hot Wheels COPO Camaro,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_619.jpg?v=1,867,952.0,RWD,205000,Other,7.0,5.3,10.0,10.0,6.2,4.5,309.9,0.99,1.237,3.726,1100,3250
616,620,EXTREME TRACK TOYS,Hot Wheels,Bad to the Blade,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_620.jpg?v=1,998,999.0,RWD,200000,Other,6.8,10.0,9.2,10.0,10.0,4.3,303.5,1.96,2.25,4.3,650,1598
617,621,UNLIMITED OFFROAD,Hot Wheels,Baja Bone Shaker,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_621.jpg?v=1,700,,AWD,150000,Autoshow,6.2,4.1,6.5,5.7,4.1,10.0,269.3,0.88,3.953,8.912,520,4409
618,622,RODS AND CUSTOMS,Hot Wheels,Deora II,2000,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_622.jpg?v=1,800,,RWD,500000,Other,6.5,6.8,6.4,6.2,5.4,4.3,292.2,1.09,6.227,15.2,760,4409
619,623,HYPERCARS,Hennessey,Venom F5,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_623.jpg?v=1,964,999.0,RWD,3000000,Other,10.0,9.6,6.8,7.3,8.7,4.2,488.8,1.31,2.5,3.988,1817,3053
620,624,EXTREME TRACK TOYS,Brabham,BT62,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_624.jpg?v=1,974,999.0,RWD,1500000,Other,7.3,10.0,8.2,8.9,10.0,4.3,322.3,1.82,2.881,5.282,700,2350
621,625,EXTREME TRACK TOYS,Mosler,MT900 GT3,2006,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_625.jpg?v=1,910,999.0,RWD,500000,Other,6.8,9.8,6.0,5.1,9.9,4.3,296.9,1.74,3.1,6.185,520,2811
622,626,EXTREME TRACK TOYS,SIERRA Cars,#23 Yokohama ALPHA,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_626.jpg?v=1,986,999.0,RWD,70000,Other,6.2,9.2,7.7,4.2,10.0,4.4,277.2,1.78,1.905,3.847,600,1151
623,627,RALLY MONSTERS,Subaru,WRX STI ARX Supercar,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_627.jpg?v=1,849,,AWD,500000,Other,5.4,6.0,7.8,2.2,6.0,7.9,242.2,1.18,1.912,5.0,600,2820
624,628,RETRO SUPERCARS,Schuppan,962CR,1993,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_628.jpg?v=1,869,,RWD,2500000,Other,8.2,8.6,4.9,2.8,7.2,4.5,,,,,600,2315
625,629,UNLIMITED OFFROAD,Extreme E,#99 Chip Ganassi Racing GMC Hummer EV,2022,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_629.jpg?v=1,748,860.0,AWD,700000,This info will be available soon,4.6,5.4,6.9,7.6,5.3,10.0,210.9,0.95,4.379,9.181,536,3924
626,630,UNLIMITED OFFROAD,Extreme E,#5 Veloce Racing,2022,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_630.jpg?v=1,748,860.0,AWD,700000,This info will be available soon,4.6,5.4,6.9,7.6,5.3,10.0,210.9,0.95,4.379,9.181,536,3924
627,631,UNLIMITED OFFROAD,Extreme E,#6 Rosberg X Racing,2022,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_631.jpg?v=1,748,860.0,AWD,700000,Festival Playlist,4.6,5.4,6.9,7.6,5.3,10.0,210.9,0.95,4.379,9.181,536,3924
628,632,UNLIMITED OFFROAD,Extreme E,#22 JBXE,2022,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_632.jpg?v=1,748,860.0,AWD,700000,This info will be available soon,4.6,5.4,6.9,7.6,5.3,10.0,210.9,0.95,4.379,9.181,536,3924
629,633,UNLIMITED OFFROAD,Extreme E,#23 Genesys Andretti United,2022,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_633.jpg?v=1,748,860.0,AWD,700000,Festival Playlist,4.6,5.4,6.9,7.6,5.3,10.0,210.9,0.95,4.379,9.181,536,3924
630,634,UNLIMITED OFFROAD,Extreme E,#42 XITE Racing Team,2022,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_634.jpg?v=1,748,860.0,AWD,700000,This info will be available soon,4.6,5.4,6.9,7.6,5.3,10.0,210.9,0.95,4.379,9.181,536,3924
631,635,UNLIMITED OFFROAD,Extreme E,#44 X44,2022,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_635.jpg?v=1,748,860.0,AWD,700000,This info will be available soon,4.6,5.4,6.9,7.6,5.3,10.0,210.9,0.95,4.379,9.181,536,3924
632,636,UNLIMITED OFFROAD,Extreme E,#55 ACCIONA | Sainz XE Team,2022,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_636.jpg?v=1,748,860.0,AWD,700000,This info will be available soon,4.6,5.4,6.9,7.6,5.3,10.0,210.9,0.95,4.379,9.181,536,3924
633,637,UNLIMITED OFFROAD,Extreme E,#58 McLaren Racing,2022,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_637.jpg?v=1,748,860.0,AWD,700000,This info will be available soon,4.6,5.4,6.9,7.6,5.3,10.0,210.9,0.95,4.379,9.181,536,3924
634,638,UNLIMITED OFFROAD,Extreme E,#125 ABT Cupra XE,2022,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_638.jpg?v=1,748,860.0,AWD,700000,Festival Playlist,4.6,5.4,6.9,7.6,5.3,10.0,210.9,0.95,4.379,9.181,536,3924
635,639,MODERN SPORTS CARS,Porsche,911 Carrera 2 by Gunther Werks,1995,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_639.jpg?v=1,804,,RWD,575000,Festival Playlist,6.6,7.0,4.7,4.0,6.2,5.0,294.6,1.08,3.6,8.5,431,2676
636,640,MODERN SUPERCARS,Porsche,911 Reimagined by Singer - DLS,1990,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_640.jpg?v=1,830,,RWD,1800000,Festival Playlist,7.5,6.8,7.7,8.5,6.3,4.1,336.4,1.17,2.9,6.3,493,2315
637,641,CLASSIC RACERS,Porsche,#23 917/20,1971,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_641.jpg?v=1,849,987.0,RWD,15000000,Festival Playlist,8.3,6.3,7.3,7.5,4.7,3.7,365.4,1.09,2.437,4.841,601,2004
638,642,CLASSIC SPORTS CARS,Porsche,356 C Cabriolet Emory Special,1964,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_642.jpg?v=1,651,952.0,RWD,400000,Festival Playlist,5.3,4.4,5.4,5.0,3.6,4.6,239.5,0.89,4.8,12.6,220,2150
639,643,TRACK TOYS,BMW,M3 GTS 2010,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_643.jpg?v=1,794,975.0,RWD,250000,This info will be available soon,7.3,7.6,5.5,5.9,5.7,4.3,320.4,1.11,4.07,8.868,444,3408
640,644,SUPER SALOONS,BMW,M4 Competition Coupé,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_644.jpg?v=1,778,,RWD,250000,Festival Playlist,7.1,6.0,5.2,5.5,5.2,5.0,314.1,0.99,3.676,7.972,503,3803
641,645,CLASSIC RACERS,Mercedes-Benz,300 SLR,1955,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_645.jpg?v=1,714,980.0,RWD,143000000,Autoshow,6.9,4.5,5.0,3.9,3.1,4.9,303.4,0.91,4.544,10.555,310,1984
642,646,CLASSIC RACERS,Porsche,550A Spyder,1955,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_646.jpg?v=1,514,,RWD,600000,This info will be available soon,5.1,4.1,4.3,3.2,2.6,5.1,228.5,0.76,7.409,19.791,109,1510
643,647,RETRO MUSCLE,HDT,VK Commodore Group A,1985,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_647.jpg?v=1,550,958.0,RWD,250000,This info will be available soon,5.1,4.2,3.7,2.6,2.7,5.0,228.5,0.84,6.982,16.481,263,2954
644,648,RETRO RALLY,Subaru,Legacy RS,1990,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_648.jpg?v=1,514,900.0,AWD,250000,This info will be available soon,5.3,4.7,3.8,2.4,2.8,5.3,233.6,0.84,6.7,20.018,217,2989
645,649,SUPER SALOONS,Xpeng,P7,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_649.jpg?v=1,722,886.0,AWD,250000,Festival Playlist,4.1,5.1,5.5,5.9,3.7,4.8,191.4,0.92,4.3,8.583,424,4542
646,650,SUPER SALOONS,Audi,RS E-Tron GT,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_650.jpg?v=1,770,915.0,AWD,250000,Festival Playlist,6.0,5.6,8.4,9.4,4.2,5.0,276.5,0.92,2.8,7.1,637,5174
647,651,SUPER SALOONS,Audi,RS 7 Sportback,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_651.jpg?v=1,768,,AWD,250000,Festival Playlist,7.4,6.3,7.3,8.9,4.9,5.3,,,,,591,4553
648,652,RETRO SALOONS,Bentley,Turbo R 1991,1991,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_652.jpg?v=1,543,,RWD,250000,Festival Playlist,5.4,4.6,3.1,1.4,3.1,5.8,238.5,0.82,6.67,19.35,328,5313
649,653,SUPER SALOONS,Lynk & Co,03+,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_653.jpg?v=1,679,,AWD,250000,Festival Playlist,6.0,6.3,3.7,6.8,4.2,5.4,262.8,0.96,5.8,15.3,251,3560
650,654,SUPER SALOONS,Nissan,Sentra Nismo,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_654.jpg?v=1,591,940.0,FWD,250000,Festival Playlist,4.9,6.3,4.3,4.4,3.9,5.1,218.5,0.86,7.0,17.517,188,3038
651,655,SUPER GT,Aston Martin,One-77,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_655.jpg?v=1,843,915.0,RWD,1400000,Festival Playlist,8.0,6.8,6.2,6.7,6.9,4.5,338.7,1.08,3.5,6.9,750,3307
652,656,MODERN MUSCLE,Dodge,SRT Viper GTS Anniversary Edition,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_656.jpg?v=1,900,999.0,RWD,250000,Accolade,7.9,9.3,6.5,6.1,8.1,4.4,345.3,1.37,3.583,7.63,640,2646
653,657,MODERN SPORTS CARS,Eagle,Speedster,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_657.jpg?v=1,723,,RWD,550000,Festival Playlist,6.1,5.9,4.9,4.3,4.9,4.2,271.6,0.92,4.815,10.6,330,2330
654,658,EXTREME TRACK TOYS,Ferrari,599XX,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_658.jpg?v=1,924,998.0,RWD,2000000,Festival Playlist,8.3,8.9,7.2,7.9,9.4,3.5,366.6,1.63,2.883,5.882,720,3115
655,659,HYPERCARS,Koenigsegg,Agera,2011,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_659.jpg?v=1,894,999.0,RWD,1500000,Festival Playlist,9.7,7.5,6.1,6.5,7.7,4.5,417.5,1.14,2.88,5.574,946,3164
656,660,TRACK TOYS,Lynk & Co,#100 Cyan Racing 03,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_660.jpg?v=1,800,999.0,FWD,250000,Festival Playlist,5.5,7.4,5.0,2.0,8.4,4.7,246.3,1.61,5.221,10.9,340,2910
657,661,RODS AND CUSTOMS,Ford,Super Deluxe Station Wagon,1946,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_661.jpg?v=1,124,,RWD,250000,This info will be available soon,3.4,3.8,1.7,2.0,1.7,6.0,153.3,0.64,16.0,,100,3490
658,662,VANS AND UTILITY,Morris,Mini-Traveller,1965,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_662.jpg?v=1,100,,FWD,250000,Festival Playlist,2.4,3.5,1.5,2.0,2.0,5.0,112.5,0.68,29.1,,34,1486
659,663,VANS AND UTILITY,Morris,Minor Series II Traveler,1953,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_663.jpg?v=1,100,,RWD,250000,Festival Playlist,2.2,3.8,1.2,2.0,2.0,6.4,100.1,0.66,52.5,,29,1757
660,664,CLASSIC MUSCLE,AMC,Javelin AMX,1971,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_664.jpg?v=1,493,,RWD,250000,Festival Playlist,4.5,3.6,3.4,2.8,2.2,5.2,201.3,0.78,6.484,15.483,330,3446
661,665,CLASSIC MUSCLE,AMC,"Rebel ""The Machine""",-1,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_665.jpg?v=1,531,,RWD,250000,Festival Playlist,5.1,3.8,3.6,2.9,2.5,5.8,226.9,0.77,6.4,14.5,340,3651
662,666,SUPER SALOONS,Cadillac,XTS Limousine,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_666.jpg?v=1,492,918.0,FWD,250000,This info will be available soon,5.3,4.9,2.7,1.8,3.0,5.5,231.8,0.84,9.468,23.717,304,5501
663,667,TRACK TOYS,Cupra,UrbanRebel Concept,2022,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_667.jpg?v=1,854,999.0,AWD,2000000,Autoshow,5.8,7.9,5.8,6.3,7.6,4.8,,,,,429,3142
664,668,HYPERCARS,Lamborghini,Sián Roadster,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_668.jpg?v=1,881,999.0,AWD,3500000,Other,8.8,8.1,8.3,8.1,8.1,4.6,388.5,1.25,2.8,5.518,808,3827
665,669,RODS AND CUSTOMS,Plymouth,Fury,1958,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_669.jpg?v=1,477,961.0,RWD,250000,Festival Playlist,5.2,3.6,3.2,2.8,2.1,5.8,230.8,0.76,7.0,15.583,305,3596
666,670,SUPER SALOONS,MG,MG6 XPower,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_670.jpg?v=1,716,911.0,FWD,250000,Festival Playlist,6.1,5.8,4.5,4.6,4.8,5.0,270.3,1.05,5.4,11.8,300,3395
667,671,TRACK TOYS,MG,#20 MG6 XPower,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_671.jpg?v=1,800,999.0,FWD,250000,Festival Playlist,5.4,7.6,4.8,2.0,7.9,4.7,242.4,1.61,4.434,9.515,340,2910
668,672,HOT HATCH,Renault,Clio R.S.,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_672.jpg?v=1,592,906.0,FWD,250000,This info will be available soon,5.0,5.1,4.3,3.8,3.6,5.0,224.3,0.86,6.6,16.7,198,2654
669,673,SUPER HOT HATCH,Renault,Clio R.S. 16 Concept,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_673.jpg?v=1,686,909.0,FWD,250000,Festival Playlist,5.6,5.9,4.8,3.8,4.5,4.7,252.1,1.09,6.019,13.5,270,2657
670,674,SUPER HOT HATCH,Renault,Megane RS 250,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_674.jpg?v=1,657,,FWD,250000,Festival Playlist,5.6,5.8,4.8,2.9,4.8,5.1,249.6,0.94,6.1,14.8,250,3058
671,675,MODERN SPORTS CARS,Nissan,Z,2023,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_675.jpg?v=1,736,970.0,RWD,250000,Festival Playlist,7.0,6.0,5.0,5.2,4.5,5.1,307.9,0.98,4.486,10.583,400,3536
672,676,RETRO SPORTS CARS,Toyota,MR2 GT,1995,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_676.jpg?v=1,632,,RWD,250000,Festival Playlist,6.2,5.1,5.3,3.9,3.1,4.9,,,,,241,2657
673,677,RETRO RALLY,Mitsubishi,Galant VR-4,1992,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_677.jpg?v=1,540,,AWD,250000,Festival Playlist,5.4,4.7,4.6,3.1,2.8,5.4,,,,,237,2976
674,678,CLASSIC SPORTS CARS,Toyota,Sports 800,1965,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_678.jpg?v=1,246,,RWD,250000,Festival Playlist,3.1,4.8,1.8,2.3,2.9,5.7,,,,,44,1329
